Client_ID,Age,Gender,Marital_Status,Education,Employment_Status,Annual_Income,Loan_Amount,Loan_Term_Months,Credit_Score,Number_of_Dependents,Housing_Status,Default_History,Current_Loan_Status,Previous_Loans,Overdue_Amount,Late_Payments,Bank_Balance,Default_Risk
C100842,31,Male,Single,Other,Unemployed,39576,138494,36,698,1,Mortgage,0,Ongoing,7,1911,9,13469,Medium
C100843,26,Female,Widowed,Masters,Employed,139641,296204,240,581,1,Rent,0,Rejected,7,50651,16,140043,Low
C100844,63,Male,Divorced,PhD,Retired,160752,46633,60,490,0,Mortgage,1,Rejected,2,97223,14,269411,Low
C100845,18,Male,Single,High School,Unemployed,176778,469737,24,799,0,Mortgage,0,Approved,0,59341,7,93266,High
C100846,68,Female,Widowed,PhD,Self-Employed,135042,372395,24,733,2,Mortgage,0,Closed,2,70048,13,262699,Low
C100847,62,Female,Widowed,PhD,Self-Employed,199508,18790,48,362,4,Own,0,Closed,9,84595,17,453784,Medium
C100848,30,Female,Married,Masters,Self-Employed,153846,136059,180,752,4,Mortgage,0,Ongoing,0,51322,7,303072,Medium
C100849,21,Male,Single,Other,Unemployed,168044,423384,120,792,1,Mortgage,0,Closed,1,18716,13,105129,Medium
C100850,18,Male,Widowed,Masters,Employed,165120,160091,24,741,1,Own,1,Ongoing,7,3989,15,68628,Low
C100851,66,Female,Widowed,High School,Employed,118908,179811,48,606,1,Rent,0,Rejected,3,84674,18,296185,Low
C100852,57,Male,Married,Masters,Employed,128724,8668,12,425,3,Mortgage,0,Approved,8,30447,6,1212,Medium
C100853,49,Female,Widowed,Bachelors,Unemployed,100225,343424,24,564,4,Own,1,Rejected,6,67586,16,292161,Low
C100854,51,Female,Widowed,PhD,Unemployed,102273,295898,120,306,0,Rent,0,Closed,2,97015,4,223076,Low
C100855,45,Male,Widowed,Other,Self-Employed,146170,453830,48,712,1,Mortgage,0,Ongoing,0,73989,12,196116,Low
C100856,48,Female,Married,High School,Unemployed,118737,90058,120,505,2,Rent,0,Rejected,0,98635,17,238361,High
C100857,25,Female,Widowed,PhD,Self-Employed,116537,9509,24,478,0,Mortgage,0,Closed,0,80836,17,395935,Low
C100858,56,Female,Widowed,Masters,Self-Employed,77602,400716,12,767,0,Mortgage,0,Ongoing,9,37124,18,487642,Low
C100859,43,Male,Single,Bachelors,Employed,86403,253553,24,795,0,Rent,0,Closed,2,31746,17,224272,Low
C100860,51,Female,Single,Masters,Unemployed,47182,123981,48,742,4,Rent,0,Closed,4,4542,19,219651,Low
C100861,20,Female,Married,PhD,Employed,99876,265354,12,527,1,Rent,0,Approved,7,79063,19,99366,Low
C100862,67,Female,Divorced,High School,Employed,67059,80440,12,445,2,Mortgage,1,Rejected,7,4868,16,212750,High
C100863,29,Female,Single,Other,Unemployed,159859,31921,12,595,3,Mortgage,0,Closed,1,8124,3,485152,Low
C100864,18,Female,Married,PhD,Unemployed,20393,321695,36,540,2,Own,0,Closed,8,72158,16,187387,Low
C100865,61,Female,Widowed,High School,Retired,81775,21683,48,586,2,Own,0,Approved,8,92728,18,426684,Medium
C100866,22,Female,Widowed,PhD,Self-Employed,163128,82952,36,325,2,Own,0,Approved,6,64354,7,59533,Low
C100867,47,Male,Married,Bachelors,Retired,196029,19833,120,751,3,Mortgage,0,Ongoing,9,72119,19,399705,Low
C100868,47,Male,Widowed,Masters,Self-Employed,179501,23290,12,405,2,Rent,0,Closed,4,12487,0,434478,Medium
C100869,34,Female,Widowed,Other,Self-Employed,65909,499005,36,539,2,Own,1,Closed,4,12955,6,332929,Low
C100870,65,Male,Divorced,High School,Self-Employed,72906,19003,24,717,1,Mortgage,1,Closed,7,65334,7,88531,Low
C100871,64,Male,Widowed,Other,Employed,117435,241835,36,631,1,Rent,0,Closed,7,56229,4,94553,Medium
C100872,40,Female,Single,Other,Employed,106290,390230,60,341,1,Own,1,Approved,4,55574,8,170817,Low
C100873,32,Male,Widowed,Other,Unemployed,64389,76656,120,334,0,Rent,1,Rejected,5,65829,6,188591,Low
C100874,54,Female,Married,High School,Self-Employed,40905,46253,12,646,2,Rent,0,Approved,5,55500,3,490943,Low
C100875,38,Female,Divorced,High School,Self-Employed,77557,478003,12,683,4,Own,0,Ongoing,5,93036,7,153793,Low
C100876,31,Female,Widowed,Other,Self-Employed,136814,187097,180,812,4,Own,1,Approved,4,94292,1,199599,High
C100877,19,Female,Married,Masters,Employed,198373,355166,240,587,4,Mortgage,0,Rejected,8,8484,4,358736,Medium
C100878,28,Female,Single,PhD,Unemployed,104752,229942,120,332,3,Rent,1,Closed,0,63877,2,413457,Low
C100879,68,Male,Widowed,Other,Employed,198331,207780,120,394,1,Own,0,Ongoing,9,83081,4,468146,Low
C100880,56,Female,Divorced,Bachelors,Retired,24574,420922,48,504,1,Own,0,Ongoing,2,57754,0,136943,Medium
C100881,55,Male,Widowed,Other,Retired,108291,220080,24,329,1,Rent,0,Closed,6,66044,6,264835,Medium
C100882,51,Female,Married,High School,Retired,116777,354375,180,565,3,Rent,1,Rejected,8,28531,9,315472,Low
C100883,55,Female,Divorced,PhD,Unemployed,44737,109791,120,322,2,Rent,0,Approved,1,44249,15,145568,Medium
C100884,67,Female,Widowed,Bachelors,Retired,43390,440948,180,338,0,Own,0,Closed,3,94825,0,135574,High
C100885,51,Male,Single,PhD,Unemployed,111612,212663,120,472,1,Own,0,Rejected,7,87096,16,66740,Medium
C100886,35,Female,Divorced,PhD,Employed,72330,37716,180,712,2,Mortgage,0,Rejected,4,92251,3,17676,Low
C100887,47,Female,Single,Bachelors,Employed,91082,274024,48,713,4,Rent,0,Rejected,7,17777,15,257862,Medium
C100888,32,Female,Married,Other,Unemployed,172352,296093,120,508,0,Own,0,Closed,1,10810,8,247353,Medium
C100889,44,Female,Widowed,Other,Employed,41037,483562,36,321,4,Own,0,Rejected,7,62210,7,339432,Low
C100890,68,Male,Single,Other,Employed,136668,71064,60,304,2,Rent,0,Ongoing,5,26552,18,438765,Low
C100891,51,Female,Married,Masters,Unemployed,139229,48093,60,513,2,Own,0,Ongoing,4,29812,16,215230,Low
C100892,69,Male,Widowed,Other,Retired,191648,482060,60,438,4,Rent,0,Approved,1,49858,9,62784,High
C100893,55,Female,Married,Bachelors,Unemployed,179636,158916,120,616,0,Own,0,Approved,6,96925,16,30055,Low
C100894,50,Male,Single,Masters,Self-Employed,116342,158432,180,455,4,Rent,0,Rejected,0,83218,15,33321,High
C100895,41,Male,Married,Other,Employed,109928,92941,60,723,4,Rent,0,Rejected,5,48480,8,423006,Low
C100896,32,Female,Divorced,Masters,Unemployed,48087,132668,24,799,4,Own,0,Rejected,2,93063,4,317795,Low
C100897,47,Female,Widowed,Bachelors,Employed,129844,129240,36,390,0,Rent,0,Approved,5,56765,1,439896,Medium
C100898,59,Male,Married,Other,Retired,32803,480998,60,341,3,Mortgage,0,Ongoing,0,69394,13,409196,Low
C100899,68,Female,Single,High School,Employed,197074,229400,12,594,0,Mortgage,0,Ongoing,0,85027,16,256369,Low
C100900,34,Female,Widowed,Bachelors,Unemployed,86761,48322,120,636,4,Rent,0,Closed,1,53871,12,338664,Medium
C100901,22,Female,Divorced,PhD,Retired,148574,418920,36,300,1,Mortgage,0,Approved,9,66276,12,260391,Medium
C100902,46,Male,Widowed,PhD,Retired,98579,450862,24,408,1,Own,0,Rejected,6,28868,12,364381,Low
C100903,21,Female,Divorced,Bachelors,Retired,167235,315325,60,424,2,Own,0,Ongoing,3,53051,17,314469,High
C100904,27,Female,Widowed,PhD,Self-Employed,56764,166661,24,363,3,Rent,0,Closed,3,59681,0,14356,Low
C100905,34,Female,Married,Bachelors,Unemployed,67055,260919,120,505,2,Own,0,Ongoing,3,32438,3,130130,Low
C100906,27,Male,Married,High School,Unemployed,71599,355116,60,714,2,Own,0,Closed,4,29437,4,105423,Low
C100907,34,Female,Single,Bachelors,Retired,102787,379575,12,543,1,Mortgage,0,Rejected,1,34202,10,385696,Low
C100908,37,Male,Divorced,Other,Employed,59720,357323,36,515,0,Own,0,Rejected,6,38310,1,362862,High
C100909,41,Female,Single,Other,Retired,113120,88562,180,827,2,Own,0,Ongoing,2,48366,1,473797,High
C100910,22,Male,Married,Masters,Self-Employed,195556,217301,12,679,2,Mortgage,0,Approved,2,50473,15,207401,Medium
C100911,51,Female,Divorced,PhD,Retired,147976,407428,60,378,3,Rent,0,Ongoing,1,56361,2,324132,High
C100912,23,Female,Single,PhD,Unemployed,134067,239572,48,714,1,Rent,0,Approved,5,58354,5,38599,Low
C100913,19,Male,Single,Bachelors,Retired,189924,149922,240,752,0,Mortgage,0,Ongoing,3,61527,19,464256,Medium
C100914,30,Male,Single,PhD,Employed,33219,44767,36,448,3,Mortgage,1,Approved,3,65711,3,93516,Low
C100915,60,Male,Single,Other,Unemployed,128508,12322,24,337,0,Own,0,Rejected,7,88990,4,198297,Low
C100916,60,Female,Single,High School,Employed,110351,303055,60,456,0,Own,0,Closed,1,43285,6,286671,Low
C100917,65,Female,Divorced,Bachelors,Retired,68865,182652,12,632,2,Rent,0,Approved,6,79190,6,200560,Medium
C100918,28,Female,Single,PhD,Unemployed,74457,448838,120,587,3,Rent,0,Rejected,1,48407,16,38950,Low
C100919,68,Female,Divorced,Other,Self-Employed,110159,231995,180,411,2,Mortgage,0,Closed,5,83359,5,309294,High
C100920,64,Male,Single,Masters,Unemployed,187889,10678,48,390,4,Own,0,Rejected,4,55090,3,75063,Medium
C100921,40,Female,Married,PhD,Employed,113391,70265,180,348,0,Mortgage,1,Rejected,7,94240,1,118969,Low
C100922,33,Female,Married,High School,Unemployed,70400,71918,120,460,3,Rent,1,Rejected,5,208,5,324507,Low
C100923,48,Female,Single,High School,Self-Employed,56258,419996,60,815,1,Rent,0,Approved,6,31321,6,471024,Medium
C100924,28,Female,Widowed,PhD,Self-Employed,131466,425722,240,701,2,Mortgage,1,Rejected,5,13905,1,457912,Medium
C100925,33,Female,Married,PhD,Self-Employed,169353,440512,24,619,4,Own,0,Rejected,7,247,17,284630,Medium
C100926,25,Female,Divorced,Other,Self-Employed,97264,495600,12,663,4,Own,0,Rejected,1,93561,9,260422,Low
C100927,21,Female,Single,PhD,Employed,196752,175954,36,741,4,Mortgage,0,Approved,6,35662,6,243415,Low
C100928,57,Male,Divorced,Masters,Unemployed,189795,327654,48,774,2,Rent,0,Ongoing,4,62821,8,272493,Medium
C100929,21,Female,Widowed,Other,Retired,161234,309346,60,611,1,Mortgage,0,Rejected,8,11966,18,322759,Low
C100930,42,Female,Single,Bachelors,Self-Employed,128877,137777,60,831,3,Mortgage,0,Ongoing,8,99093,18,407724,Medium
C100931,20,Female,Married,Masters,Retired,31338,207605,60,519,0,Own,1,Rejected,7,61457,1,279872,Low
C100932,49,Female,Divorced,Other,Retired,31675,355127,60,796,1,Rent,0,Approved,7,92372,11,338435,Medium
C100933,20,Male,Married,Other,Unemployed,109606,438946,12,642,2,Rent,0,Ongoing,3,18130,18,460732,Low
C100934,44,Male,Married,High School,Retired,40080,478287,36,393,3,Own,0,Rejected,7,51713,5,237628,Medium
C100935,46,Male,Single,Other,Retired,33936,357160,24,432,0,Rent,0,Ongoing,1,66653,0,455850,High
C100936,49,Male,Divorced,Masters,Employed,30019,298195,48,800,3,Rent,0,Closed,4,19353,14,89960,Low
C100937,67,Male,Widowed,PhD,Retired,108304,384426,180,471,0,Own,0,Ongoing,3,74768,18,277650,Low
C100938,68,Male,Married,Masters,Unemployed,24486,344809,240,308,0,Rent,0,Rejected,4,46318,13,101717,Medium
C100939,36,Female,Single,Bachelors,Retired,102021,129559,60,620,4,Rent,0,Ongoing,4,14863,12,460643,Medium
C100940,38,Male,Single,Other,Unemployed,138411,448683,120,397,2,Mortgage,0,Rejected,4,71322,4,185472,Low
C100941,22,Male,Widowed,Other,Self-Employed,170184,429001,60,468,1,Rent,1,Ongoing,6,6320,1,490130,Low
C100942,35,Female,Single,Other,Retired,71697,389971,36,610,4,Mortgage,0,Ongoing,0,52354,14,128050,Low
C100943,45,Male,Married,Other,Retired,75998,34402,36,642,4,Mortgage,0,Approved,1,49449,15,386623,Medium
C100944,59,Female,Single,High School,Retired,129537,269848,240,729,3,Mortgage,0,Approved,6,41957,6,138814,Low
C100945,39,Female,Divorced,High School,Self-Employed,117816,294171,12,799,0,Own,0,Ongoing,0,11036,5,281884,Low
C100946,38,Male,Divorced,PhD,Employed,46576,64092,12,584,0,Own,0,Approved,8,11393,16,378770,Low
C100947,23,Female,Married,Other,Retired,128064,272869,120,559,3,Rent,0,Approved,2,14698,0,187946,Low
C100948,18,Male,Divorced,Bachelors,Unemployed,101238,69105,120,794,2,Mortgage,0,Closed,5,2663,5,58949,High
C100949,22,Male,Widowed,PhD,Employed,172392,161295,12,654,0,Rent,0,Rejected,3,93453,5,423896,Low
C100950,58,Female,Single,Other,Employed,145885,359449,48,513,4,Rent,0,Rejected,2,18699,3,482559,Low
C100951,29,Female,Married,High School,Employed,85729,163456,120,499,4,Rent,0,Closed,7,89627,7,392998,Low
C100952,43,Male,Widowed,Bachelors,Retired,110853,67993,12,535,0,Rent,0,Ongoing,1,3558,8,496662,High
C100953,63,Female,Single,PhD,Self-Employed,141992,364825,60,435,0,Rent,0,Approved,2,41873,9,361216,Low
C100954,51,Female,Widowed,Bachelors,Self-Employed,49144,234500,12,721,2,Mortgage,1,Rejected,7,78040,7,214076,Low
C100955,66,Male,Married,Other,Retired,145143,375177,180,640,0,Mortgage,0,Closed,2,52580,1,205006,Low
C100956,31,Male,Married,Masters,Unemployed,97148,35027,48,641,2,Mortgage,0,Rejected,7,53893,19,234264,Low
C100957,43,Female,Widowed,Bachelors,Unemployed,39307,410983,12,829,4,Mortgage,0,Ongoing,6,66540,16,318595,High
C100958,62,Male,Single,Bachelors,Unemployed,80598,92017,12,687,2,Own,1,Closed,1,58653,0,480108,High
C100959,44,Male,Divorced,High School,Retired,170695,23354,60,303,0,Mortgage,0,Ongoing,0,32222,13,475127,High
C100960,26,Male,Divorced,Other,Self-Employed,171321,315921,120,698,1,Mortgage,0,Ongoing,0,2593,4,26475,Low
C100961,43,Male,Widowed,Bachelors,Retired,111810,220754,60,721,0,Mortgage,0,Closed,1,5817,8,472064,High
C100962,64,Male,Married,Other,Self-Employed,122870,157973,180,710,1,Own,0,Rejected,6,48539,19,485652,Low
C100963,39,Male,Single,High School,Employed,92131,317110,180,512,4,Rent,0,Approved,8,5063,16,443126,Low
C100964,64,Male,Single,Other,Retired,114138,466853,240,347,3,Own,0,Approved,6,19786,5,276394,Low
C100965,47,Female,Married,High School,Self-Employed,189449,230335,60,486,4,Mortgage,0,Closed,2,78607,0,496777,Low
C100966,60,Male,Divorced,High School,Employed,123412,498174,12,801,4,Mortgage,1,Approved,7,42680,17,432449,Low
C100967,65,Female,Single,PhD,Employed,54551,283659,60,830,4,Own,0,Ongoing,7,38938,10,44560,Medium
C100968,34,Female,Widowed,Other,Retired,62926,423022,36,774,2,Rent,0,Rejected,8,75243,3,423547,Medium
C100969,43,Female,Divorced,Masters,Self-Employed,110214,103698,24,341,4,Own,1,Closed,8,40752,19,220044,Low
C100970,53,Male,Widowed,PhD,Employed,107750,8573,24,560,3,Own,0,Ongoing,8,89224,5,296538,Low
C100971,18,Male,Divorced,High School,Retired,58599,440157,60,347,0,Mortgage,0,Ongoing,3,77337,7,96501,Medium
C100972,25,Female,Married,Masters,Employed,129490,372554,120,745,1,Own,0,Rejected,9,37510,18,381928,Low
C100973,66,Male,Widowed,Bachelors,Unemployed,113330,489260,48,520,4,Own,1,Rejected,3,55817,14,456175,Medium
C100974,52,Female,Widowed,Bachelors,Retired,42593,489737,180,642,1,Own,0,Approved,1,15658,18,111067,Medium
C100975,69,Male,Married,PhD,Employed,129865,48915,60,537,4,Own,0,Rejected,7,58477,1,162928,Medium
C100976,32,Male,Widowed,Masters,Retired,193708,451996,120,454,2,Own,1,Closed,1,46512,3,65661,Medium
C100977,64,Female,Divorced,Other,Retired,191435,272204,60,355,1,Own,0,Closed,2,67038,3,223497,Medium
C100978,39,Female,Single,Masters,Self-Employed,152192,185166,12,686,4,Mortgage,0,Rejected,8,62063,11,391091,High
C100979,31,Female,Single,PhD,Self-Employed,167563,134471,180,614,4,Mortgage,1,Rejected,1,99940,17,153737,Medium
C100980,43,Male,Married,Other,Employed,63638,455115,180,337,3,Mortgage,0,Ongoing,0,8458,11,478453,Medium
C100981,45,Female,Divorced,Other,Retired,190134,60421,120,640,3,Mortgage,0,Closed,4,86793,18,136429,Low
C100982,40,Male,Widowed,Bachelors,Retired,25193,50610,180,530,3,Own,1,Approved,6,56532,14,480558,Medium
C100983,31,Male,Widowed,Masters,Unemployed,35213,15933,48,751,2,Own,0,Ongoing,3,57397,9,117256,High
C100984,41,Male,Single,Other,Retired,99766,77168,60,641,1,Own,0,Ongoing,3,97944,6,245729,High
C100985,19,Female,Widowed,PhD,Self-Employed,168259,311042,36,752,2,Own,0,Approved,2,86527,1,492589,Medium
C100986,62,Female,Single,Bachelors,Retired,161112,486725,120,556,0,Mortgage,0,Approved,5,25376,12,374132,Medium
C100987,43,Female,Married,Other,Self-Employed,49949,10589,24,733,4,Mortgage,0,Rejected,7,20804,15,323430,High
C100988,31,Male,Widowed,Masters,Unemployed,154599,16612,120,508,4,Own,0,Rejected,1,81633,7,134267,Low
C100989,68,Male,Divorced,Bachelors,Employed,122433,52611,240,500,4,Own,0,Ongoing,5,45151,0,433219,Low
C100990,24,Female,Widowed,Masters,Self-Employed,169829,23888,36,436,3,Own,0,Closed,7,29015,16,322412,Low
C100991,20,Male,Single,Masters,Employed,45412,286561,180,693,4,Own,0,Closed,0,22732,14,159157,High
C100992,64,Male,Married,Masters,Employed,165384,197395,240,335,3,Rent,0,Ongoing,3,49206,13,408053,Low
C100993,40,Female,Single,Bachelors,Employed,173191,213623,36,514,0,Rent,1,Closed,0,87786,6,103747,Low
C100994,63,Female,Widowed,Other,Employed,162876,312584,180,326,2,Rent,0,Closed,3,96481,18,361091,Low
C100995,60,Female,Single,High School,Self-Employed,66545,433960,36,317,2,Rent,0,Approved,8,7474,9,302440,Low
C100996,64,Male,Single,Other,Unemployed,96519,219463,48,436,2,Own,0,Rejected,5,56600,19,339914,Medium
C100997,62,Male,Married,Bachelors,Retired,181071,279035,48,329,3,Own,0,Rejected,5,34582,10,30080,Low
C100998,35,Male,Divorced,High School,Self-Employed,116093,229370,120,372,1,Own,0,Ongoing,4,59057,19,213740,Low
C100999,55,Male,Widowed,High School,Unemployed,190830,339275,240,422,1,Rent,0,Approved,2,76077,4,118484,Medium
C101000,52,Male,Married,High School,Retired,114324,329237,48,527,0,Rent,0,Closed,1,78043,6,15930,Medium
C101001,68,Female,Divorced,PhD,Employed,23768,186366,24,637,1,Own,0,Ongoing,8,7147,11,110232,Low
C101002,32,Male,Single,Bachelors,Retired,21504,33557,240,572,0,Rent,0,Ongoing,8,78251,1,430984,High
C101003,42,Male,Divorced,PhD,Retired,87986,252368,180,736,4,Mortgage,0,Closed,6,4236,6,341585,Low
C101004,54,Male,Single,High School,Unemployed,136721,378273,12,338,2,Rent,0,Rejected,1,63632,4,94662,Medium
C101005,45,Female,Single,PhD,Retired,28002,485688,120,725,3,Rent,0,Closed,3,23496,11,345837,Low
C101006,27,Female,Married,PhD,Employed,95427,459382,60,614,0,Rent,0,Ongoing,7,49256,3,171417,Low
C101007,56,Female,Single,Bachelors,Self-Employed,58787,350961,60,808,3,Rent,0,Rejected,9,60133,18,332599,Low
C101008,34,Male,Married,Masters,Self-Employed,33898,269336,120,456,3,Own,0,Ongoing,5,15225,2,386096,Low
C101009,56,Female,Divorced,PhD,Unemployed,161544,181104,12,556,2,Mortgage,0,Approved,4,59293,16,192465,Low
C101010,39,Female,Divorced,PhD,Employed,100800,497611,60,755,4,Own,0,Rejected,9,53536,3,241216,Low
C101011,43,Female,Single,High School,Employed,129023,185923,120,346,4,Rent,0,Ongoing,1,62071,8,35516,Medium
C101012,61,Male,Married,High School,Retired,183704,441077,120,631,1,Rent,0,Ongoing,0,73397,1,115208,Low
C101013,42,Female,Single,High School,Unemployed,146718,302090,36,309,4,Rent,0,Approved,0,33976,9,201097,Medium
C101014,34,Male,Married,Other,Employed,53743,54884,24,443,2,Rent,0,Closed,0,13528,19,473967,Medium
C101015,30,Male,Married,PhD,Employed,194458,313504,240,730,3,Rent,0,Rejected,5,12566,8,424330,Low
C101016,37,Female,Married,High School,Employed,150864,330396,60,451,0,Mortgage,0,Ongoing,3,2995,7,282719,Medium
C101017,42,Male,Divorced,Bachelors,Self-Employed,194460,395795,24,786,0,Own,0,Ongoing,8,73178,17,499796,Low
C101018,21,Female,Married,Other,Self-Employed,172395,233917,180,435,4,Rent,1,Ongoing,8,1906,10,246819,Medium
C101019,27,Male,Divorced,Masters,Self-Employed,192391,46472,120,325,1,Mortgage,0,Ongoing,2,50862,18,27575,High
C101020,20,Female,Married,PhD,Retired,36868,40455,12,306,0,Own,0,Closed,5,4179,17,475551,Medium
C101021,58,Female,Divorced,PhD,Retired,22080,33672,120,314,1,Own,1,Closed,5,26167,18,160338,High
C101022,62,Female,Widowed,Bachelors,Retired,164848,8756,60,731,0,Own,0,Closed,9,49159,16,202695,Low
C101023,35,Male,Divorced,Masters,Employed,83271,240437,24,699,1,Rent,0,Rejected,9,44693,19,31394,Low
C101024,64,Female,Divorced,Masters,Self-Employed,97585,374071,36,506,1,Rent,0,Closed,0,69181,16,373461,Low
C101025,53,Male,Single,Other,Employed,144147,224526,240,515,3,Mortgage,0,Rejected,8,89250,14,374659,Low
C101026,64,Female,Married,PhD,Employed,35628,75030,36,801,2,Mortgage,0,Closed,3,9846,15,233692,Medium
C101027,39,Male,Widowed,High School,Unemployed,145850,63151,120,758,0,Own,1,Ongoing,5,74206,16,167741,Low
C101028,51,Male,Single,Bachelors,Employed,159337,39047,12,558,4,Rent,0,Approved,9,12119,7,492862,Low
C101029,64,Female,Married,Bachelors,Retired,175743,470290,180,628,2,Own,1,Rejected,7,77425,6,373214,Medium
C101030,25,Female,Widowed,Bachelors,Self-Employed,148872,198463,240,753,3,Own,0,Approved,0,34782,3,338311,Low
C101031,57,Female,Widowed,Bachelors,Self-Employed,32460,400437,48,674,3,Mortgage,0,Approved,7,23509,6,191606,Medium
C101032,66,Female,Widowed,High School,Employed,23477,272308,60,763,3,Rent,0,Ongoing,5,59920,10,114251,Low
C101033,61,Female,Married,High School,Retired,22202,300766,120,374,4,Mortgage,0,Ongoing,0,18011,2,322628,Low
C101034,36,Male,Widowed,Other,Retired,133846,303124,36,541,0,Rent,0,Rejected,8,21108,1,248252,Low
C101035,59,Female,Widowed,PhD,Retired,109410,449954,36,316,0,Own,0,Rejected,8,25986,0,441437,Low
C101036,58,Female,Single,High School,Self-Employed,126753,386672,12,558,1,Own,0,Rejected,9,40293,5,430398,Low
C101037,54,Male,Divorced,Other,Retired,31850,89688,36,422,1,Own,0,Closed,7,89508,13,144700,Low
C101038,23,Female,Married,Masters,Retired,171881,478137,60,610,1,Rent,0,Closed,6,42132,3,278370,High
C101039,69,Female,Divorced,PhD,Employed,153878,159684,12,410,4,Own,0,Approved,0,7218,15,94500,Low
C101040,43,Male,Single,High School,Unemployed,158235,83066,24,555,2,Rent,0,Rejected,0,26457,9,11005,Medium
C101041,51,Female,Divorced,Masters,Retired,114368,204948,12,533,0,Rent,1,Approved,7,19568,4,4611,Low
C101042,62,Female,Widowed,Other,Employed,20185,387091,180,796,1,Mortgage,0,Closed,9,8618,10,17463,Low
C101043,23,Female,Widowed,High School,Employed,44718,196644,60,339,4,Own,0,Approved,7,84465,0,142890,Low
C101044,54,Male,Married,High School,Retired,176287,355804,180,421,4,Mortgage,0,Approved,0,99619,16,392468,Medium
C101045,50,Female,Married,Masters,Unemployed,179397,113115,60,749,1,Rent,0,Rejected,7,26231,13,385593,Low
C101046,39,Male,Married,High School,Self-Employed,38458,38043,24,818,3,Own,0,Rejected,7,93786,6,316153,Low
C101047,38,Female,Single,Bachelors,Unemployed,150293,126886,120,391,3,Own,0,Approved,9,35537,13,323727,Medium
C101048,23,Male,Married,High School,Retired,142342,82831,12,660,3,Rent,1,Closed,9,64992,0,106804,Low
C101049,23,Female,Single,PhD,Unemployed,167078,221855,60,422,1,Own,1,Approved,2,71907,5,68408,Low
C101050,65,Male,Widowed,Masters,Employed,184041,71250,60,636,4,Rent,0,Closed,0,52196,6,439646,High
C101051,21,Male,Divorced,PhD,Employed,96820,437038,24,812,4,Own,0,Approved,2,47931,10,58533,Low
C101052,47,Male,Widowed,Other,Unemployed,124014,195496,48,727,0,Own,0,Approved,7,87129,9,207738,Medium
C101053,28,Male,Widowed,PhD,Self-Employed,178727,71345,12,732,3,Rent,0,Rejected,7,13077,2,275999,Medium
C101054,47,Male,Widowed,Bachelors,Unemployed,101234,188950,240,306,1,Mortgage,0,Approved,6,77335,18,439407,Low
C101055,48,Male,Married,Bachelors,Retired,149282,463179,60,419,0,Rent,0,Closed,1,41355,1,309472,High
C101056,41,Female,Married,PhD,Self-Employed,29102,493896,36,686,4,Own,0,Approved,4,93258,11,12050,Low
C101057,26,Female,Married,Other,Unemployed,87107,247591,24,649,0,Rent,0,Approved,9,82747,11,283475,Low
C101058,20,Male,Divorced,High School,Unemployed,146328,90898,48,397,3,Rent,1,Closed,7,40596,0,337711,Low
C101059,68,Male,Married,Bachelors,Self-Employed,172625,243429,48,342,2,Rent,0,Approved,2,56655,13,375881,Low
C101060,48,Male,Single,PhD,Unemployed,104079,398252,24,482,3,Own,0,Approved,5,40099,10,41113,Low
C101061,57,Male,Widowed,PhD,Retired,149169,430618,48,534,3,Mortgage,0,Approved,1,11782,7,335981,Medium
C101062,54,Female,Divorced,PhD,Employed,114437,95034,60,745,1,Mortgage,0,Approved,7,84924,8,90449,Low
C101063,53,Male,Divorced,High School,Retired,99570,98923,48,499,2,Own,1,Closed,8,21044,17,382892,Low
C101064,41,Female,Divorced,Masters,Unemployed,112656,15273,12,812,2,Mortgage,0,Ongoing,0,47259,12,131578,Low
C101065,48,Female,Divorced,Other,Employed,138301,423246,240,825,2,Rent,1,Closed,3,82711,3,108716,Low
C101066,23,Male,Divorced,Masters,Self-Employed,192492,394563,36,512,4,Rent,0,Closed,5,29452,15,183289,Medium
C101067,19,Male,Single,Other,Retired,176454,57460,240,677,0,Mortgage,0,Ongoing,1,53738,2,255758,Medium
C101068,37,Female,Widowed,Other,Self-Employed,58795,377947,240,845,4,Mortgage,0,Closed,5,87646,3,139235,Medium
C101069,45,Female,Divorced,PhD,Employed,71425,266940,60,785,2,Mortgage,1,Approved,6,51200,3,232593,Low
C101070,28,Male,Widowed,Bachelors,Unemployed,77402,81939,24,660,1,Rent,0,Closed,5,38247,7,4894,Medium
C101071,21,Male,Married,PhD,Employed,123127,478789,36,467,3,Rent,1,Approved,9,51826,10,174478,Low
C101072,32,Male,Divorced,High School,Employed,174531,155111,120,703,3,Own,0,Rejected,9,11600,2,112741,Low
C101073,23,Female,Divorced,Other,Self-Employed,69649,19017,60,436,4,Own,0,Approved,7,24104,18,492508,Low
C101074,66,Female,Widowed,Bachelors,Retired,115117,87901,36,532,4,Rent,0,Approved,4,59578,5,194537,Medium
C101075,47,Male,Divorced,Other,Employed,197456,118000,48,414,1,Rent,0,Closed,2,94133,2,245262,Low
C101076,55,Female,Divorced,Other,Unemployed,98156,306359,120,551,3,Own,0,Closed,1,19994,3,316664,Medium
C101077,68,Female,Divorced,PhD,Employed,187816,279727,24,792,4,Own,1,Closed,1,77772,3,56896,High
C101078,19,Male,Single,Bachelors,Self-Employed,108340,431135,24,588,0,Rent,0,Rejected,1,12839,1,451044,Low
C101079,32,Male,Single,Bachelors,Retired,50568,314169,240,348,4,Mortgage,0,Ongoing,9,99743,15,44392,Low
